timestamp,center_x,center_y
2026-02-18 09:27:03.929,110.03,143.44
2026-02-18 09:27:04.624,567.34,243.00
2026-02-18 09:27:04.706,564.30,240.30
2026-02-18 09:27:04.794,542.03,236.93
2026-02-18 09:27:04.965,334.80,275.74
2026-02-18 09:27:05.135,262.24,342.23
2026-02-18 09:27:05.231,332.44,347.29
2026-02-18 09:27:05.326,355.73,344.93
2026-02-18 09:27:05.494,494.44,296.33
2026-02-18 09:27:05.582,529.88,284.85
2026-02-18 09:27:05.668,523.12,280.12
2026-02-18 09:27:05.872,417.15,311.17
2026-02-18 09:27:05.963,369.23,315.90
2026-02-18 09:27:06.081,362.48,303.41
2026-02-18 09:27:06.262,428.62,246.71
2026-02-18 09:27:06.355,451.91,228.99
2026-02-18 09:27:06.463,452.25,216.68
2026-02-18 09:27:06.561,447.53,225.45
2026-02-18 09:27:06.654,419.51,267.98
2026-02-18 09:27:06.742,413.10,286.20
2026-02-18 09:27:06.835,414.45,295.65
2026-02-18 09:27:06.921,421.88,291.60
2026-02-18 09:27:07.013,444.83,273.71
2026-02-18 09:27:07.110,452.92,261.56
2026-02-18 09:27:07.199,456.30,246.04
2026-02-18 09:27:07.287,459.68,248.40
2026-02-18 09:27:07.389,451.91,270.68
2026-02-18 09:27:07.480,439.09,301.73
2026-02-18 09:27:07.568,422.55,330.75
2026-02-18 09:27:07.666,402.64,346.28
2026-02-18 09:27:07.757,383.06,346.95
2026-02-18 09:27:07.848,368.55,336.49
2026-02-18 09:27:07.934,366.19,321.30
2026-02-18 09:27:08.031,367.88,314.55
2026-02-18 09:27:08.123,368.55,321.98
2026-02-18 09:27:08.211,368.89,333.79
2026-02-18 09:27:08.301,366.86,349.65
2026-02-18 09:27:08.406,364.16,367.88
2026-02-18 09:27:08.489,350.33,378.67
2026-02-18 09:27:08.574,342.23,360.45
2026-02-18 09:27:08.657,335.81,345.60
2026-02-18 09:27:08.746,334.97,324.68
2026-02-18 09:27:08.866,343.24,313.88
2026-02-18 09:27:08.955,346.61,321.30
2026-02-18 09:27:09.046,343.41,334.80
2026-02-18 09:27:09.138,336.32,348.30
2026-02-18 09:27:09.225,346.95,371.92
2026-02-18 09:27:09.310,354.38,394.88
2026-02-18 09:27:09.433,365.17,394.20
2026-02-18 09:27:09.526,381.38,379.69
2026-02-18 09:27:09.608,375.98,361.46
2026-02-18 09:27:09.691,375.98,348.30
2026-02-18 09:27:09.812,375.98,310.84
2026-02-18 09:27:09.898,374.62,273.38
2026-02-18 09:27:09.988,390.83,251.78
2026-02-18 09:27:10.069,394.20,238.28
2026-02-18 09:27:10.158,409.73,232.37
2026-02-18 09:27:10.246,421.88,241.65
2026-02-18 09:27:10.352,440.78,255.83
2026-02-18 09:27:10.468,456.30,282.15
2026-02-18 09:27:10.549,469.80,284.85
2026-02-18 09:27:10.633,476.89,278.78
2026-02-18 09:27:10.763,477.56,273.38
2026-02-18 09:27:11.059,472.50,270.34
2026-02-18 09:27:11.140,448.20,332.78
2026-02-18 09:27:11.349,413.10,435.04
2026-02-18 09:27:11.438,411.41,446.17
2026-02-18 09:27:11.662,409.73,414.45
2026-02-18 09:27:11.859,420.53,363.83
2026-02-18 09:27:11.940,453.60,368.55
2026-02-18 09:27:12.028,470.14,382.39
2026-02-18 09:27:12.110,481.28,381.04
2026-02-18 09:27:12.212,478.91,374.29
2026-02-18 09:27:12.293,467.78,357.75
2026-02-18 09:27:12.405,464.40,338.85
2026-02-18 09:27:12.491,464.40,313.88
2026-02-18 09:27:12.579,477.56,307.12
2026-02-18 09:27:12.665,503.89,314.89
2026-02-18 09:27:12.746,517.05,315.23
2026-02-18 09:27:12.834,525.83,319.28
2026-02-18 09:27:12.924,524.81,316.58
2026-02-18 09:27:13.005,533.92,316.58
2026-02-18 09:27:13.087,533.25,319.28
2026-02-18 09:27:13.181,531.23,324.00
2026-02-18 09:27:13.267,521.10,342.90
2026-02-18 09:27:13.369,509.96,353.03
2026-02-18 09:27:13.459,535.28,358.42
2026-02-18 09:27:13.550,545.40,352.35
2026-02-18 09:27:13.633,583.54,343.58
2026-02-18 09:27:13.714,600.75,328.73
2026-02-18 09:27:13.798,603.45,325.69
2026-02-18 09:27:13.896,580.16,315.23
2026-02-18 09:27:13.978,538.31,320.96
2026-02-18 09:27:14.063,506.25,326.36
2026-02-18 09:27:14.150,497.81,328.39
2026-02-18 09:27:14.239,502.54,331.42
2026-02-18 09:27:14.332,526.16,334.12
2026-02-18 09:27:14.420,533.25,332.10
2026-02-18 09:27:14.502,529.88,328.73
2026-02-18 09:27:14.594,513.68,330.75
2026-02-18 09:27:15.267,441.45,208.91
2026-02-18 09:27:15.359,445.84,150.52
2026-02-18 09:27:15.626,421.88,268.31
2026-02-18 09:27:15.708,415.80,259.20
2026-02-18 09:27:16.162,416.48,233.89
2026-02-18 09:27:16.253,425.92,212.12
2026-02-18 09:27:16.358,397.24,94.16
2026-02-18 09:27:16.453,395.21,148.67
2026-02-18 09:27:16.718,388.80,360.79
2026-02-18 09:27:16.802,381.71,352.01
2026-02-18 09:27:16.987,369.90,262.58
2026-02-18 09:27:17.071,354.71,251.44
2026-02-18 09:27:17.373,328.73,358.09
2026-02-18 09:27:17.462,302.40,370.91
2026-02-18 09:27:17.547,291.77,369.56
2026-02-18 09:27:17.642,313.88,354.38
2026-02-18 09:27:17.727,340.20,341.55
2026-02-18 09:27:17.818,359.78,337.50
2026-02-18 09:27:17.930,385.42,344.25
2026-02-18 09:27:18.018,398.59,362.48
2026-02-18 09:27:18.100,402.64,376.31
2026-02-18 09:27:18.193,406.69,375.98
2026-02-18 09:27:18.288,412.09,366.86
2026-02-18 09:27:18.382,425.25,349.99
2026-02-18 09:27:18.475,436.73,334.12
2026-02-18 09:27:18.590,442.80,331.43
2026-02-18 09:27:18.698,447.53,354.71
2026-02-18 09:27:18.814,450.23,381.38
2026-02-18 09:27:18.937,457.65,413.44
2026-02-18 09:27:19.025,451.24,421.88
2026-02-18 09:27:19.136,451.58,422.89
2026-02-18 09:27:19.228,441.11,389.48
2026-02-18 09:27:19.330,439.43,389.81
2026-02-18 09:27:19.422,428.62,386.10
2026-02-18 09:27:19.514,425.25,394.20
2026-02-18 09:27:19.598,427.61,400.28
2026-02-18 09:27:19.691,430.65,403.31
2026-02-18 09:27:19.778,435.38,391.50
2026-02-18 09:27:19.870,438.08,381.04
2026-02-18 09:27:19.961,442.13,354.04
2026-02-18 09:27:20.047,440.44,329.40
2026-02-18 09:27:20.151,437.74,299.36
2026-02-18 09:27:20.236,435.04,262.91
2026-02-18 09:27:20.325,433.69,249.08
2026-02-18 09:27:20.432,433.35,222.58
2026-02-18 09:27:20.523,432.68,234.56
2026-02-18 09:27:20.612,429.64,240.30
2026-02-18 09:27:20.692,427.28,255.49
2026-02-18 09:27:20.777,425.93,263.25
2026-02-18 09:27:20.963,423.23,264.94
2026-02-18 09:27:21.042,428.62,245.03
2026-02-18 09:27:21.136,431.33,210.26
2026-02-18 09:27:21.229,432.68,191.36
2026-02-18 09:27:21.318,429.98,206.89
2026-02-18 09:27:21.546,420.86,319.28
2026-02-18 09:27:21.631,417.15,317.92
2026-02-18 09:27:21.815,424.24,219.21
2026-02-18 09:27:21.921,427.95,182.76
2026-02-18 09:27:22.089,425.25,207.23
2026-02-18 09:27:22.178,422.55,257.51
2026-02-18 09:27:22.277,423.23,261.90
2026-02-18 09:27:22.366,415.80,286.54
2026-02-18 09:27:22.464,416.14,286.54
2026-02-18 09:27:22.628,425.25,341.89
2026-02-18 09:27:22.725,414.45,370.24
2026-02-18 09:27:22.908,365.51,351.00
2026-02-18 09:27:23.103,342.56,342.90
2026-02-18 09:27:23.183,314.89,336.15
2026-02-18 09:27:23.270,257.85,342.23
2026-02-18 09:27:23.355,250.09,341.89
2026-02-18 09:27:23.442,256.16,351.00
2026-02-18 09:27:23.525,276.41,358.76
2026-02-18 09:27:23.609,300.38,363.83
2026-02-18 09:27:23.694,329.74,342.23
2026-02-18 09:27:23.778,344.25,321.64
2026-02-18 09:27:23.871,347.62,311.85
2026-02-18 09:27:23.952,356.74,320.62
2026-02-18 09:27:24.068,369.23,342.90
2026-02-18 09:27:24.238,405.67,408.38
2026-02-18 09:27:24.317,407.70,441.45
2026-02-18 09:27:24.409,399.94,459.34
2026-02-18 09:27:24.490,395.55,443.48
2026-02-18 09:27:24.654,413.10,361.12
2026-02-18 09:27:24.734,434.03,316.58
2026-02-18 09:27:24.814,453.60,330.08
2026-02-18 09:27:24.913,466.09,340.88
2026-02-18 09:27:24.994,498.15,376.31
2026-02-18 09:27:25.075,519.08,387.11
2026-02-18 09:27:25.156,543.71,380.70
2026-02-18 09:27:25.239,548.78,359.78
2026-02-18 09:27:25.321,546.41,336.15
2026-02-18 09:27:25.406,548.10,316.24
2026-02-18 09:27:25.485,563.62,288.56
2026-02-18 09:27:25.563,573.08,286.54
2026-02-18 09:27:25.649,577.46,287.55
2026-02-18 09:27:26.157,463.05,316.24
2026-02-18 09:27:26.237,464.74,314.55
2026-02-18 09:27:26.713,768.83,330.75
2026-02-18 09:27:26.794,762.75,329.40
2026-02-18 09:27:30.093,329.40,322.65
2026-02-18 09:27:30.184,350.66,339.53
2026-02-18 09:27:30.270,358.42,337.50
2026-02-18 09:27:30.444,314.04,212.96
2026-02-18 09:27:30.533,555.53,298.01
2026-02-18 09:27:30.696,602.10,372.60
2026-02-18 09:27:30.885,494.78,387.11
2026-02-18 09:27:30.969,416.48,351.00
2026-02-18 09:27:31.058,399.26,347.62
2026-02-18 09:27:31.138,390.15,311.85
2026-02-18 09:27:31.236,402.64,308.14
2026-02-18 09:27:31.317,421.88,294.30
2026-02-18 09:27:31.411,437.40,293.62
2026-02-18 09:27:31.492,473.85,309.49
2026-02-18 09:27:31.570,484.99,328.05
2026-02-18 09:27:31.651,494.10,330.75
2026-02-18 09:27:31.734,497.48,331.43
2026-02-18 09:27:31.818,484.65,331.42
2026-02-18 09:27:31.908,483.30,328.05
2026-02-18 09:27:31.996,480.60,321.30
2026-02-18 09:27:32.080,484.99,303.08
2026-02-18 09:27:32.163,493.42,298.35
2026-02-18 09:27:32.248,504.90,294.30
2026-02-18 09:27:32.332,508.28,305.44
2026-02-18 09:27:32.418,515.70,307.46
2026-02-18 09:27:32.505,524.81,323.33
2026-02-18 09:27:32.588,529.20,330.08
2026-02-18 09:27:32.671,517.73,344.93
2026-02-18 09:27:32.754,509.29,347.62
2026-02-18 09:27:32.944,525.15,304.43
2026-02-18 09:27:33.441,355.73,116.78
2026-02-18 09:27:33.527,348.64,87.08
2026-02-18 09:27:33.778,456.98,307.80
2026-02-18 09:27:33.881,452.25,294.98
2026-02-18 09:27:34.062,408.04,216.00
2026-02-18 09:27:34.148,395.21,195.08
2026-02-18 09:27:34.413,400.28,282.15
2026-02-18 09:27:34.492,387.11,271.35
2026-02-18 09:27:34.580,383.40,262.58
2026-02-18 09:27:34.665,371.25,244.35
2026-02-18 09:27:34.758,378.34,260.21
2026-02-18 09:27:34.934,379.01,313.88
2026-02-18 09:27:35.021,370.91,336.49
2026-02-18 09:27:35.112,354.38,332.78
2026-02-18 09:27:35.204,347.62,326.03
2026-02-18 09:27:35.298,351.68,313.20
2026-02-18 09:27:35.392,352.35,314.21
2026-02-18 09:27:35.480,353.70,314.89
2026-02-18 09:27:35.563,352.01,316.91
2026-02-18 09:27:35.648,354.04,326.03
2026-02-18 09:27:35.733,358.43,334.80
2026-02-18 09:27:35.843,370.91,348.98
2026-02-18 09:27:35.928,375.30,358.76
2026-02-18 09:27:36.013,376.65,361.12
2026-02-18 09:27:36.098,384.08,358.09
2026-02-18 09:27:36.183,386.78,364.84
2026-02-18 09:27:36.271,398.25,358.76
2026-02-18 09:27:36.359,410.40,355.73
2026-02-18 09:27:36.450,420.53,352.35
2026-02-18 09:27:36.538,426.60,367.88
2026-02-18 09:27:36.623,427.95,374.62
2026-02-18 09:27:36.716,428.62,388.12
2026-02-18 09:27:36.803,428.62,382.05
2026-02-18 09:27:36.903,425.93,374.62
2026-02-18 09:27:36.985,423.23,374.62
2026-02-18 09:27:37.069,423.23,382.73
2026-02-18 09:27:37.226,435.38,398.25
2026-02-18 09:27:37.325,467.10,409.73
2026-02-18 09:27:37.421,481.28,427.28
2026-02-18 09:27:37.502,496.12,400.28
2026-02-18 09:27:37.583,485.33,391.50
2026-02-18 09:27:37.665,460.69,356.06
