timestamp,target_x,target_y,error_x,error_y,pid_out_x,pid_out_y
13:08:47.712,432.000,320.000,0.000,0.000,0.000,90.000
13:08:47.813,432.000,320.000,0.000,0.000,0.000,90.000
13:08:47.909,432.000,320.000,0.000,0.000,0.000,90.000
13:08:48.105,432.000,320.000,0.000,0.000,0.000,90.000
13:08:48.211,432.000,320.000,0.000,0.000,0.000,90.000
13:08:48.309,432.000,320.000,0.000,0.000,0.000,90.000
13:08:48.437,432.000,320.000,0.000,0.000,0.000,90.000
13:08:48.554,432.000,320.000,0.000,0.000,0.000,90.000
13:08:48.654,432.000,320.000,0.000,0.000,0.000,90.000
13:08:48.756,432.000,320.000,0.000,0.000,0.000,90.000
13:08:48.859,432.000,320.000,0.000,0.000,0.000,90.000
13:08:48.957,432.000,320.000,0.000,0.000,0.000,90.000
13:08:49.059,366.525,77.456,-65.475,-242.544,0.875,86.758
13:08:49.161,374.625,98.550,-57.375,-221.450,1.351,84.878
13:08:49.259,374.625,98.550,-57.375,-221.450,1.351,84.878
13:08:49.391,374.625,98.550,-57.375,-221.450,1.351,84.878
13:08:49.505,402.638,190.688,-29.362,-129.312,1.487,84.136
13:08:49.607,400.613,201.994,-31.387,-118.006,1.776,83.135
13:08:49.706,412.088,206.212,-19.912,-113.788,1.902,82.140
13:08:49.811,421.200,216.337,-10.800,-103.663,1.958,81.261
13:08:49.911,449.550,233.888,17.550,-86.112,1.675,80.572
13:08:50.015,479.250,245.363,47.250,-74.637,1.122,79.958
13:08:50.121,517.050,254.812,85.050,-65.188,0.196,79.419
13:08:50.224,555.863,264.600,123.863,-55.400,-1.081,78.969
13:08:50.328,604.125,262.237,172.125,-57.763,-2.830,78.443
13:08:50.435,609.863,264.600,177.863,-55.400,-4.441,77.960
13:08:50.535,629.775,275.400,197.775,-44.600,-6.292,77.611
13:08:50.634,658.463,281.812,226.463,-38.188,-8.438,77.299
13:08:50.734,664.875,287.550,232.875,-32.450,-10.542,77.035
13:08:50.846,683.100,294.300,251.100,-25.700,-12.861,76.836
13:08:50.948,690.525,299.700,258.525,-20.300,-15.198,76.680
