timestamp,target_x,target_y,error_x,error_y,pid_out_x,pid_out_y
09:12:08.205,432.000,320.000,0.000,0.000,0.000,90.000
09:12:08.310,432.000,320.000,0.000,0.000,0.000,90.000
09:12:08.433,432.000,320.000,0.000,0.000,0.000,90.000
09:12:08.549,432.000,320.000,0.000,0.000,0.000,90.000
09:12:08.646,432.000,320.000,0.000,0.000,0.000,90.000
09:12:08.754,432.000,320.000,0.000,0.000,0.000,90.000
09:12:08.853,432.000,320.000,0.000,0.000,0.000,90.000
09:12:08.952,432.000,320.000,0.000,0.000,0.000,90.000
09:12:09.048,432.000,320.000,0.000,0.000,0.000,90.000
09:12:09.143,432.000,320.000,0.000,0.000,0.000,90.000
09:12:09.255,432.000,320.000,0.000,0.000,0.000,90.000
09:12:09.358,432.000,320.000,0.000,0.000,0.000,90.000
09:12:09.457,439.088,299.362,7.088,-20.638,0.000,89.228
09:12:09.555,446.513,257.175,8.801,-30.373,0.000,88.311
09:12:09.653,465.075,260.550,19.816,-43.568,-0.765,87.005
09:12:09.755,464.062,256.163,28.921,-57.947,-1.789,85.302
09:12:09.854,451.575,268.650,24.565,-56.341,-2.497,83.813
09:12:09.954,439.088,280.125,12.945,-46.267,-2.746,82.684
09:12:10.051,405.338,297.675,-15.850,-29.041,-1.866,82.092
09:12:10.151,411.413,307.800,-23.653,-14.725,-1.024,81.851
09:12:10.251,400.950,320.963,-32.381,-0.450,0.103,81.851
09:12:10.348,394.875,322.650,-38.860,5.489,1.401,81.851
09:12:10.444,406.350,315.900,-32.316,1.737,2.322,81.851
09:12:10.542,439.088,325.350,-5.523,5.414,2.322,81.851
09:12:10.642,439.088,325.350,4.901,9.174,2.322,81.851
09:12:10.740,477.225,291.600,40.675,-22.110,0.575,80.925
09:12:10.840,477.225,262.575,49.554,-49.706,-1.090,79.301
09:12:10.938,467.100,234.563,44.095,-79.566,-2.392,76.855
09:12:11.039,467.100,234.563,50.313,-101.803,-2.840,76.129
09:12:11.135,426.600,233.381,3.950,-92.268,-2.840,73.764
09:12:11.244,418.838,228.825,-11.853,-94.642,-2.259,71.208
09:12:11.342,409.388,210.769,-23.566,-107.052,-1.368,68.213
