timestamp,target_x,target_y,error_x,error_y,p_out_delta_x,p_out_delta_y,pid_out_x,pid_out_y
18:37:01.951,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
18:37:02.121,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
18:37:02.215,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
18:37:02.396,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
18:37:02.495,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
18:37:02.585,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
18:37:02.687,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
18:37:02.779,407.025,129.769,-24.975,-190.231,1.113,-7.120,1.113,82.880
18:37:02.872,448.875,126.225,16.875,-193.775,-1.086,-5.219,-0.159,77.661
18:37:02.968,459.000,128.925,27.000,-191.075,-0.978,-5.080,-1.182,72.581
18:37:03.069,459.000,128.925,27.000,-191.075,-0.978,-5.080,-1.182,72.581
18:37:03.168,482.625,319.950,50.625,-0.050,-1.895,-5.080,-3.182,73.262
18:37:03.275,469.800,390.150,37.800,70.150,-1.008,2.626,-4.133,76.139
18:37:03.371,471.150,389.475,39.150,69.475,-1.239,1.850,-5.372,77.989
18:37:03.466,453.600,383.400,21.600,63.400,-0.439,1.630,-5.733,79.619
18:37:03.561,440.100,352.350,8.100,32.350,-0.439,0.533,-5.673,80.041
18:37:03.658,432.675,327.038,0.675,7.038,-0.439,0.533,-5.673,79.951
18:37:03.757,429.300,292.613,-2.700,-27.387,-0.439,-1.100,-5.673,78.728
18:37:03.863,430.650,286.875,-1.350,-33.125,-0.439,-0.947,-5.673,77.781
18:37:03.967,433.350,284.175,1.350,-35.825,-0.439,-0.987,-5.673,76.794
18:37:04.061,450.562,301.050,18.562,-18.950,-0.809,-0.326,-6.559,76.528
18:37:04.161,464.400,306.450,32.400,-13.550,-1.196,-0.305,-7.816,76.224
18:37:04.263,498.150,328.050,66.150,8.050,-2.515,-0.305,-10.481,76.301
18:37:04.390,512.662,328.725,80.662,8.725,-2.710,-0.305,-13.255,76.301
