timestamp,center_x,center_y
2026-03-04 15:39:36.349,275.40,139.73
2026-03-04 15:39:36.474,319.78,133.78
2026-03-04 15:39:36.794,506.25,358.76
2026-03-04 15:39:36.901,503.55,363.49
2026-03-04 15:39:37.207,501.53,348.98
2026-03-04 15:39:37.312,383.40,264.94
2026-03-04 15:39:37.424,364.16,257.18
2026-03-04 15:39:37.530,378.00,267.98
2026-03-04 15:39:37.638,419.17,302.74
2026-03-04 15:39:37.743,447.53,336.83
2026-03-04 15:39:37.860,466.43,346.28
2026-03-04 15:39:37.968,466.09,348.30
2026-03-04 15:39:38.080,433.69,338.51
2026-03-04 15:39:38.186,421.20,317.93
2026-03-04 15:39:38.292,418.50,312.53
2026-03-04 15:39:38.398,421.20,306.11
2026-03-04 15:39:38.502,432.00,306.45
2026-03-04 15:39:38.620,463.05,307.12
2026-03-04 15:39:38.735,496.80,321.64
2026-03-04 15:39:38.849,515.36,331.76
2026-03-04 15:39:38.959,513.68,333.45
2026-03-04 15:39:39.069,503.55,332.10
2026-03-04 15:39:39.183,490.73,342.23
2026-03-04 15:39:39.291,486.34,313.54
2026-03-04 15:39:39.395,499.50,315.90
2026-03-04 15:39:39.501,502.20,299.36
2026-03-04 15:39:39.608,506.59,305.77
2026-03-04 15:39:39.713,483.98,300.04
2026-03-04 15:39:39.824,453.26,325.69
2026-03-04 15:39:39.929,393.86,334.12
2026-03-04 15:39:40.034,370.91,338.18
2026-03-04 15:39:40.144,370.58,330.75
2026-03-04 15:39:40.249,390.83,328.05
2026-03-04 15:39:40.357,386.44,309.15
2026-03-04 15:39:40.462,394.88,313.20
2026-03-04 15:39:40.568,344.42,318.60
2026-03-04 15:39:40.674,306.11,297.34
2026-03-04 15:39:40.779,287.72,276.08
2026-03-04 15:39:40.885,300.38,277.42
2026-03-04 15:39:40.993,292.44,286.54
2026-03-04 15:39:41.109,299.87,313.88
2026-03-04 15:39:41.236,311.34,347.62
2026-03-04 15:39:41.344,339.69,365.17
2026-03-04 15:39:41.451,345.26,361.12
2026-03-04 15:39:41.576,386.10,322.31
2026-03-04 15:39:41.678,442.13,303.75
2026-03-04 15:39:41.785,499.84,301.05
2026-03-04 15:39:41.897,532.58,295.65
2026-03-04 15:39:42.000,546.08,309.83
2026-03-04 15:39:42.118,538.31,313.20
2026-03-04 15:39:42.225,534.60,333.11
2026-03-04 15:39:42.330,526.16,325.35
2026-03-04 15:39:42.436,526.16,317.92
2026-03-04 15:39:42.540,533.25,325.69
2026-03-04 15:39:42.646,543.38,328.73
2026-03-04 15:39:42.751,541.35,328.73
2026-03-04 15:39:42.858,538.65,339.86
2026-03-04 15:39:42.966,525.49,339.19
2026-03-04 15:39:43.079,511.65,342.23
2026-03-04 15:39:43.185,501.53,307.80
2026-03-04 15:39:43.292,481.28,304.76
2026-03-04 15:39:43.397,440.10,299.70
2026-03-04 15:39:43.504,386.10,306.45
2026-03-04 15:39:43.615,364.16,315.23
2026-03-04 15:39:43.724,345.60,310.50
2026-03-04 15:39:43.840,344.25,298.35
2026-03-04 15:39:43.942,336.99,295.99
2026-03-04 15:39:44.050,319.28,301.39
2026-03-04 15:39:44.167,293.46,302.40
2026-03-04 15:39:44.279,282.49,314.55
2026-03-04 15:39:44.390,260.89,315.23
2026-03-04 15:39:44.496,250.76,319.95
2026-03-04 15:39:44.602,297.84,340.20
2026-03-04 15:39:44.707,325.35,348.98
2026-03-04 15:39:44.818,334.12,357.75
2026-03-04 15:39:44.930,358.43,336.83
2026-03-04 15:39:45.033,363.49,317.93
2026-03-04 15:39:45.143,371.92,310.50
2026-03-04 15:39:45.249,375.30,331.09
2026-03-04 15:39:45.354,395.21,330.08
2026-03-04 15:39:45.466,420.53,329.40
2026-03-04 15:39:45.572,476.55,319.95
2026-03-04 15:39:45.679,494.78,317.59
2026-03-04 15:39:45.786,554.85,306.45
2026-03-04 15:39:45.888,575.10,307.46
2026-03-04 15:39:45.992,596.03,303.75
2026-03-04 15:39:46.107,567.00,276.75
2026-03-04 15:39:46.213,548.78,288.23
2026-03-04 15:39:46.319,550.46,276.08
2026-03-04 15:39:46.420,580.84,303.75
2026-03-04 15:39:46.531,596.36,315.90
2026-03-04 15:39:46.636,583.54,335.48
2026-03-04 15:39:46.749,519.75,324.00
2026-03-04 15:39:46.958,373.95,325.35
2026-03-04 15:39:47.064,369.90,319.28
2026-03-04 15:39:47.177,381.71,322.31
2026-03-04 15:39:47.290,394.88,316.24
2026-03-04 15:39:47.407,426.60,317.25
2026-03-04 15:39:47.511,491.06,330.08
2026-03-04 15:39:47.616,499.50,338.51
2026-03-04 15:39:47.722,494.78,335.81
2026-03-04 15:39:47.838,418.16,334.46
2026-03-04 15:39:47.948,367.54,332.78
2026-03-04 15:39:48.057,348.30,317.92
2026-03-04 15:39:48.166,370.91,305.78
2026-03-04 15:39:48.277,383.06,286.88
2026-03-04 15:39:48.387,402.97,294.98
2026-03-04 15:39:48.496,419.51,303.08
2026-03-04 15:39:48.600,423.23,337.84
2026-03-04 15:39:48.707,429.64,340.88
2026-03-04 15:39:48.831,426.60,334.80
2026-03-04 15:39:48.939,428.62,314.21
2026-03-04 15:39:49.044,433.35,308.14
2026-03-04 15:39:49.162,428.29,309.83
2026-03-04 15:39:49.275,436.05,312.19
2026-03-04 15:39:49.381,440.78,313.20
2026-03-04 15:39:49.484,442.12,312.86
2026-03-04 15:39:49.589,445.84,314.89
2026-03-04 15:39:49.699,446.85,314.89
2026-03-04 15:39:49.812,448.20,315.90
2026-03-04 15:39:49.925,438.75,309.83
2026-03-04 15:39:50.032,419.85,310.50
2026-03-04 15:39:50.144,433.35,312.86
2026-03-04 15:39:50.253,422.21,335.81
2026-03-04 15:39:50.358,421.20,334.46
2026-03-04 15:39:50.464,420.53,335.48
2026-03-04 15:39:50.569,417.83,321.64
2026-03-04 15:39:50.675,438.75,309.15
