timestamp,target_x,target_y,error_x,error_y,p_out_delta_x,p_out_delta_y,pid_out_x,pid_out_y
21:32:24.154,316.575,397.575,0.000,0.000,1.055,0.549,0.000,90.000
21:32:24.264,316.575,397.575,0.000,0.000,1.055,0.549,0.000,90.000
21:32:24.371,316.575,397.575,0.000,0.000,1.055,0.549,0.000,90.000
21:32:24.478,316.575,397.575,0.000,0.000,1.055,0.549,0.000,90.000
21:32:24.589,316.575,397.575,0.000,0.000,1.055,0.549,0.000,90.000
21:32:24.698,316.575,397.575,0.000,0.000,1.055,0.549,0.000,90.000
21:32:24.806,316.575,397.575,0.000,0.000,1.055,0.549,0.000,90.000
21:32:24.915,316.575,397.575,0.000,0.000,1.055,0.549,0.000,90.000
21:32:25.022,316.575,397.575,0.000,0.000,1.055,0.549,0.000,90.000
21:32:25.134,316.575,397.575,0.000,0.000,1.055,0.549,0.000,90.000
21:32:25.248,316.575,397.575,0.000,0.000,1.055,0.549,0.000,90.000
21:32:25.355,316.575,397.575,0.000,0.000,1.055,0.549,0.000,90.000
21:32:25.465,316.575,397.575,0.000,0.000,1.055,0.549,0.000,90.000
21:32:25.576,422.550,202.163,-10.742,-115.544,0.527,-5.664,0.527,84.336
21:32:25.685,429.638,195.075,-2.744,-124.556,0.527,-4.046,0.527,80.291
21:32:25.797,442.125,188.325,9.544,-131.411,0.527,-4.221,0.527,76.069
21:32:25.904,442.125,188.325,9.642,-132.735,0.527,-0.946,0.527,75.123
21:32:26.015,444.487,306.788,12.423,-16.036,-0.437,1.580,0.089,76.703
21:32:26.134,443.475,372.263,11.523,49.178,-0.343,2.696,-0.254,79.399
21:32:26.250,444.150,382.050,12.127,61.492,-0.389,2.138,-0.643,81.537
21:32:26.357,427.613,354.375,-3.637,35.625,-0.389,0.650,-0.643,82.187
21:32:26.468,448.200,326.025,15.304,7.376,-0.815,0.650,-1.458,82.187
21:32:26.576,438.075,293.288,6.498,-25.172,-0.815,-1.365,-1.458,80.822
21:32:26.685,439.425,292.950,7.386,-26.977,-0.815,-0.874,-1.458,79.948
21:32:26.797,432.000,290.250,0.336,-29.637,-0.815,-0.972,-1.458,78.976
21:32:26.907,429.300,303.413,-2.563,-17.190,-0.815,-0.314,-1.458,78.662
21:32:27.018,428.625,309.150,-3.340,-11.144,-0.815,-0.240,-1.458,78.422
21:32:27.114,427.275,325.350,-4.664,4.601,-0.815,-0.240,-1.458,78.422
21:32:27.222,419.850,332.775,-11.815,12.408,0.496,0.526,-0.962,78.948
21:32:27.333,413.438,333.450,-18.264,13.409,0.685,0.436,-0.277,79.384
21:32:27.447,399.263,338.175,-32.093,17.966,1.248,0.642,0.970,80.026
21:32:27.555,383.737,340.875,-47.548,20.752,1.759,0.697,2.729,80.723
21:32:27.671,374.288,342.900,-57.275,22.812,1.960,0.748,4.689,81.471
21:32:27.780,377.325,341.550,-54.818,21.617,1.666,0.653,6.355,82.124
21:32:27.889,365.513,309.150,-65.985,-9.377,2.257,0.653,8.612,82.124
21:32:28.003,350.325,305.100,-80.996,-14.656,2.794,-0.551,11.406,81.573
21:32:28.116,320.963,303.750,-109.718,-16.185,3.934,-0.532,15.340,81.041
21:32:28.224,282.488,304.763,-147.766,-15.288,5.287,-0.461,20.628,80.580
21:32:28.332,270.506,309.825,-160.939,-10.413,5.255,-0.238,25.882,80.342
21:32:28.439,264.769,324.675,-167.017,3.990,5.318,-0.238,31.200,80.342
21:32:28.554,271.688,339.863,-160.686,19.148,4.899,0.867,36.100,81.210
21:32:28.671,276.750,352.350,-155.563,31.763,4.761,1.216,40.861,82.425
21:32:28.783,275.231,357.075,-156.779,36.849,4.912,1.240,45.773,83.665
21:32:28.896,276.413,345.938,-155.706,26.446,4.838,0.639,50.610,84.305
21:32:28.987,296.663,327.375,-136.320,8.246,3.907,0.639,54.517,84.305
21:32:29.097,343.575,305.775,-90.639,-13.209,2.013,-0.794,56.530,83.510
21:32:29.215,343.575,305.775,-91.382,-13.356,0.814,-0.095,57.344,83.415
21:32:29.325,426.263,305.438,-7.756,-14.538,0.814,-0.475,57.344,82.941
21:32:29.433,434.025,307.125,1.589,-12.957,0.814,-0.376,57.344,82.565
21:32:29.544,439.088,303.750,6.848,-16.108,0.814,-0.559,57.344,82.006
21:32:29.652,428.288,298.688,-3.226,-21.085,0.814,-0.746,57.344,81.260
21:32:29.761,421.200,270.338,-10.452,-48.384,0.455,-1.996,57.799,79.264
21:32:29.878,421.200,257.513,-10.782,-61.873,0.342,-2.170,58.141,77.093
21:32:29.990,425.250,231.525,-6.929,-87.303,0.342,-3.176,58.141,73.917
21:32:30.108,437.738,217.013,5.170,-102.319,0.342,-3.459,58.141,70.458
21:32:30.218,450.225,211.275,17.646,-108.481,-0.773,-3.494,57.369,66.964
21:32:30.336,461.363,225.450,28.849,-95.226,-1.100,-2.734,56.269,64.230
21:32:30.452,474.863,258.188,42.250,-63.360,-1.557,-1.408,54.712,62.822
21:32:30.561,482.963,300.038,50.595,-21.946,-1.727,0.054,52.985,62.875
21:32:30.677,481.613,313.200,49.686,-7.491,-1.534,0.054,51.452,62.875
