timestamp,target_x,target_y,error_x,error_y,p_out_delta_x,p_out_delta_y,pid_out_x,pid_out_y
18:07:19.781,432.000,320.000,0.000,0.000,0.000,90.000
18:07:19.868,432.000,320.000,0.000,0.000,0.000,90.000
18:07:19.959,432.000,320.000,0.000,0.000,0.000,90.000
18:07:20.053,432.000,320.000,0.000,0.000,0.000,90.000
18:07:20.178,432.000,320.000,0.000,0.000,0.000,90.000
18:07:20.271,432.000,320.000,0.000,0.000,0.000,90.000
18:07:20.369,432.000,320.000,0.000,0.000,0.000,90.000
18:07:20.459,432.000,320.000,0.000,0.000,0.000,90.000
18:07:20.552,432.000,320.000,0.000,0.000,0.000,90.000
18:07:20.641,432.000,320.000,0.000,0.000,0.000,90.000
18:07:20.730,432.000,320.000,0.000,0.000,0.000,90.000
18:07:20.834,432.000,320.000,0.000,0.000,0.000,90.000
18:07:20.925,432.000,320.000,0.000,0.000,0.000,90.000
18:07:21.016,432.000,320.000,0.000,0.000,0.000,90.000
18:07:21.106,432.000,320.000,0.000,0.000,0.000,90.000
18:07:21.197,333.113,103.275,-98.887,-216.725,4.406,81.888
18:07:21.293,371.250,122.513,-90.087,-212.286,7.099,76.260
18:07:21.386,394.875,134.156,-66.054,-200.287,8.838,71.033
18:07:21.489,394.875,134.156,-57.375,-195.954,9.349,69.636
18:07:21.576,394.875,134.156,-48.696,-191.621,9.783,68.270
18:07:21.664,394.875,134.156,-40.018,-187.288,10.140,66.935
18:07:21.757,498.488,430.650,60.726,93.357,6.899,72.432
18:07:21.849,506.250,450.225,79.789,141.650,4.155,76.735
18:07:21.962,504.225,458.325,82.701,158.939,1.537,81.170
18:07:22.051,464.063,387.788,52.067,108.065,0.322,83.515
18:07:22.149,436.050,339.525,17.138,46.678,0.255,84.106
18:07:22.238,402.975,279.450,-20.433,-21.959,1.394,82.785
18:07:22.330,389.475,239.625,-43.818,-76.112,3.074,80.171
18:07:22.465,392.175,227.812,-48.651,-102.068,4.656,77.165
18:07:22.558,405.675,253.462,-38.057,-89.113,5.701,74.921
18:07:22.647,432.675,282.150,-12.499,-58.390,5.749,73.688
18:07:22.742,444.825,317.250,7.701,-18.419,5.749,73.623
18:07:22.851,463.050,345.600,28.073,18.191,4.601,74.501
18:07:22.942,465.075,369.225,36.570,47.998,3.347,76.103
18:07:23.037,464.062,373.613,37.391,60.477,2.170,77.854
18:07:23.128,463.050,368.550,35.327,58.671,1.095,79.403
18:07:23.219,448.200,349.650,23.070,41.909,0.540,80.344
18:07:23.315,415.800,319.275,-5.285,11.968,0.540,80.344
18:07:23.408,402.300,290.925,-26.593,-20.697,1.654,79.441
18:07:23.499,398.588,284.175,-36.588,-37.849,2.929,78.246
18:07:23.590,399.600,284.513,-37.961,-42.213,4.131,77.071
18:07:23.680,413.775,290.250,-26.830,-37.514,4.819,76.118
18:07:23.778,431.325,304.425,-8.633,-23.874,4.819,75.625
18:07:23.880,447.525,324.000,10.577,-3.596,4.233,75.625
18:07:23.971,470.475,332.775,33.884,10.966,2.864,76.074
18:07:24.069,491.400,325.350,56.919,10.766,0.781,76.360
18:07:24.161,505.575,320.625,74.534,5.781,-1.779,76.360
18:07:24.256,525.150,306.450,93.224,-7.159,-4.937,76.360
18:07:24.357,531.225,301.725,103.109,-16.309,-8.286,75.826
18:07:24.463,558.225,294.300,123.737,-24.851,-12.421,75.070
18:07:24.554,570.375,288.225,139.214,-31.932,-16.970,74.141
18:07:24.642,595.688,276.750,161.285,-42.025,-22.296,72.909
18:07:24.730,592.988,278.775,166.835,-44.051,-27.574,71.710
18:07:24.821,579.825,282.825,157.592,-40.993,-32.366,70.647
18:07:24.907,556.875,324.675,135.857,-9.775,-36.313,70.647
18:07:24.998,540.000,336.150,114.191,12.060,-39.586,71.203
18:07:25.088,540.000,336.150,100.560,28.585,-40.482,71.406
18:07:25.195,540.000,336.150,86.930,45.110,-41.257,71.728
18:07:25.291,540.000,336.150,73.299,61.636,-41.910,72.167
18:07:25.386,376.312,368.888,-50.083,50.310,-38.698,73.391
18:07:25.476,358.425,368.550,-78.606,51.829,-35.865,74.793
18:07:25.566,358.425,368.550,-114.617,58.227,-34.844,75.209
18:07:25.654,335.812,317.250,-104.197,7.162,-31.733,75.209
18:07:25.748,343.913,305.100,-98.197,-12.737,-28.750,74.655
18:07:25.838,326.531,296.325,-105.929,-25.426,-25.342,73.840
18:07:25.934,322.312,292.950,-111.069,-31.083,-21.809,72.948
18:07:26.022,308.306,287.550,-121.974,-35.335,-17.859,71.958
18:07:26.119,296.663,294.300,-133.913,-31.049,-13.522,71.174
18:07:26.297,286.369,306.450,-145.135,-19.674,-8.845,70.769
18:07:26.389,251.269,331.088,-173.132,2.782,-3.070,70.769
18:07:26.489,148.163,333.450,-255.716,13.755,6.010,71.254
18:07:26.593,111.122,350.325,-315.081,28.745,16.631,72.183
18:07:26.692,60.581,371.250,-370.052,48.344,28.909,73.685
18:07:26.829,61.045,387.450,-386.841,66.454,41.200,75.656
18:07:26.930,106.313,390.150,-355.629,74.136,51.875,77.720
18:07:27.018,204.188,394.200,-268.966,78.086,59.107,79.850
18:07:27.113,204.188,394.200,-235.725,87.080,61.207,80.471
18:07:27.199,204.188,394.200,-202.484,96.074,63.012,81.156
18:07:27.295,204.188,394.200,-169.242,105.069,64.520,81.905
18:07:27.390,613.913,319.275,166.466,4.852,54.840,81.905
18:07:27.491,666.225,295.650,245.972,-21.164,46.105,81.061
18:07:27.584,679.388,291.600,276.005,-32.604,37.094,80.067
18:07:27.672,679.388,291.600,343.045,-49.479,34.037,79.714
18:07:27.762,679.388,291.600,410.085,-66.355,30.382,79.241
18:07:27.851,679.388,291.600,477.125,-83.231,26.130,78.648
18:07:27.938,316.406,342.562,-84.757,16.829,36.285,80.168
18:07:28.027,291.263,352.350,-150.265,31.374,41.848,81.162
18:07:28.124,291.263,352.350,-229.966,44.464,43.897,81.479
18:07:28.216,291.263,352.350,-309.667,57.555,46.657,81.889
18:07:28.313,291.263,352.350,-389.368,70.646,50.127,82.393
18:07:28.404,291.263,352.350,-389.368,70.646,50.127,82.393
18:07:28.495,492.075,333.450,35.581,16.704,43.337,82.263
18:07:28.594,492.075,333.450,81.807,13.067,42.607,82.356
18:07:28.683,492.075,333.450,128.034,9.431,41.466,82.356
18:07:28.777,492.075,333.450,174.261,5.794,39.913,82.356
18:07:28.866,473.513,327.038,49.987,6.806,40.015,82.356
18:07:28.956,483.300,321.975,52.021,2.650,38.366,82.356
18:07:29.058,483.300,321.975,55.131,-0.501,37.874,82.356
18:07:29.158,510.300,305.775,75.369,-12.680,35.253,81.887
18:07:29.250,510.300,305.775,84.723,-19.123,34.498,81.750
18:07:29.350,538.650,277.763,104.811,-39.799,30.960,80.465
18:07:29.492,536.625,271.013,108.468,-49.626,27.528,79.033
18:07:29.596,562.950,268.650,126.943,-54.080,23.321,77.540
18:07:29.687,562.950,268.650,140.204,-62.088,22.072,77.097
18:07:29.780,562.950,268.650,153.465,-70.095,20.704,76.597
18:07:29.882,600.750,291.938,168.586,-32.129,15.243,76.144
18:07:29.973,610.537,288.225,179.650,-30.279,9.492,75.354
18:07:30.064,643.275,268.650,205.559,-43.745,2.734,74.041
18:07:30.182,638.888,269.325,212.046,-49.684,-3.967,72.649
18:07:30.278,638.888,269.325,225.261,-54.330,-5.975,72.262
18:07:30.369,550.125,282.150,136.224,-41.027,-9.034,71.307
18:07:30.470,550.125,282.150,112.943,-39.267,-10.040,71.027
18:07:30.558,543.713,318.263,108.437,-7.050,-13.362,71.027
18:07:30.651,558.225,328.725,116.201,7.724,-17.091,71.027
18:07:30.741,595.350,353.700,147.047,29.873,-22.090,72.063
18:07:30.848,599.738,363.150,164.406,44.325,-27.450,73.402
18:07:30.940,594.000,382.050,166.663,61.523,-32.679,75.231
18:07:31.029,585.562,388.125,160.060,71.128,-37.583,77.236
18:07:31.120,585.562,388.125,161.913,84.643,-39.026,77.839
18:07:31.222,563.287,347.963,136.226,38.637,-42.932,78.380
18:07:31.322,550.800,338.850,121.548,22.360,-46.527,78.804
18:07:31.413,537.300,327.375,106.988,8.529,-49.670,78.804
18:07:31.501,537.300,327.375,94.618,-3.804,-50.513,78.804
18:07:31.593,537.300,327.375,82.248,-16.137,-51.246,78.689
18:07:31.682,537.300,327.375,69.879,-28.470,-51.869,78.486
18:07:31.773,363.488,303.075,-62.451,-18.073,-48.152,78.114
18:07:31.871,348.638,304.088,-89.507,-18.464,-44.998,77.616
18:07:31.960,309.150,299.362,-123.706,-21.241,-40.682,77.018
18:07:32.053,327.881,302.400,-120.437,-19.740,-36.969,76.507
18:07:32.148,327.881,302.400,-138.608,-21.050,-35.734,76.356
18:07:32.236,327.881,302.400,-156.779,-22.360,-34.337,76.197
18:07:32.347,404.325,329.400,-39.594,6.724,-34.668,76.197
18:07:32.437,401.625,320.288,-26.795,4.345,-34.004,76.197
18:07:32.525,396.225,318.600,-27.576,1.445,-33.133,76.197
18:07:32.612,396.225,318.600,-17.753,2.226,-32.975,76.197
18:07:32.701,338.513,306.788,-80.731,-10.794,-29.615,75.769
18:07:32.791,310.500,303.750,-114.423,-15.879,-25.595,75.290
18:07:32.878,264.769,297.000,-158.303,-22.218,-20.071,74.628
18:07:32.966,262.575,295.312,-175.823,-25.550,-14.352,73.910
18:07:33.057,261.900,293.963,-179.646,-27.237,-8.698,73.163
18:07:33.143,284.850,299.700,-161.930,-23.389,-3.883,72.579
18:07:33.237,304.425,310.500,-138.464,-13.768,0.122,72.314
18:07:33.334,328.725,326.700,-111.132,1.721,3.223,72.314
18:07:33.423,345.938,328.050,-88.475,8.869,5.680,72.314
18:07:33.516,346.612,327.713,-80.394,10.558,8.079,72.614
18:07:33.606,346.612,327.713,-65.830,15.941,8.666,72.728
18:07:33.697,346.612,327.713,-51.266,21.324,9.123,72.880
18:07:33.793,278.438,351.000,-143.932,30.646,14.851,73.799
18:07:33.888,221.062,363.150,-196.504,41.429,21.683,75.022
18:07:33.981,195.413,368.888,-233.870,49.119,29.478,76.418
18:07:34.070,195.413,368.888,-267.722,57.108,31.864,76.825
18:07:34.158,195.413,368.888,-301.573,65.096,34.551,77.289
18:07:34.264,336.150,346.950,-115.134,30.664,35.650,77.740
18:07:34.357,364.500,351.675,-72.262,30.080,37.331,78.538
18:07:34.450,366.188,355.725,-56.946,33.123,38.903,79.457
18:07:34.542,373.613,357.750,-49.913,36.264,40.366,80.460
18:07:34.631,380.025,361.125,-45.908,40.023,41.744,81.570
18:07:34.724,395.550,353.700,-35.699,36.315,42.721,82.501
18:07:34.813,411.750,342.900,-21.542,26.881,43.204,83.119
18:07:34.904,417.488,328.050,-12.858,12.475,43.489,83.299
18:07:34.994,421.875,312.188,-7.665,-4.280,43.489,83.299
18:07:35.084,426.938,297.338,-3.305,-20.775,43.489,82.567
18:07:35.203,419.175,293.625,-7.916,-28.940,43.489,81.706
18:07:35.295,411.075,285.525,-16.438,-36.286,44.115,80.657
18:07:35.403,400.275,279.450,-27.900,-42.200,45.139,79.465
18:07:35.493,389.138,282.150,-40.291,-41.619,46.561,78.359
18:07:35.585,389.138,280.800,-44.832,-41.244,48.020,77.260
18:07:35.674,403.312,271.013,-35.747,-47.328,49.014,75.930
18:07:35.773,414.450,265.275,-23.102,-53.671,49.566,74.427
18:07:35.862,423.900,251.100,-11.006,-65.785,49.747,72.539
18:07:35.952,438.413,236.925,3.650,-80.275,49.747,70.237
18:07:36.048,444.825,219.375,13.401,-97.740,49.199,67.437
18:07:36.138,451.237,201.994,20.653,-116.018,48.458,64.140
18:07:36.232,454.275,201.994,24.544,-122.171,47.640,60.808
18:07:36.338,456.300,203.850,26.451,-121.490,46.790,57.567
18:07:36.427,463.725,223.594,31.550,-105.925,45.737,54.901
18:07:36.516,456.975,230.175,28.453,-93.741,44.891,52.525
18:07:36.605,456.975,230.175,29.869,-86.641,44.625,51.908
18:07:36.692,456.975,230.175,31.286,-79.541,44.346,51.341
18:07:36.785,459.675,261.225,28.089,-59.901,43.513,49.949
18:07:36.873,469.800,267.300,35.014,-51.664,42.328,48.656
18:07:36.968,481.275,269.325,45.803,-48.016,40.755,47.411
18:07:37.061,481.275,269.325,52.101,-40.931,40.291,47.119
18:07:37.148,502.200,299.363,68.440,-22.607,37.937,46.711
18:07:37.238,505.237,307.800,74.714,-11.994,35.523,46.504
18:07:37.335,516.375,309.825,84.000,-7.415,32.779,46.504
18:07:37.427,549.450,301.388,109.992,-12.755,29.001,46.106
18:07:37.520,565.650,294.975,131.426,-20.627,24.615,45.470
18:07:37.611,603.450,280.125,164.936,-34.689,19.022,44.392
18:07:37.701,622.350,280.125,190.235,-40.522,12.750,43.246
18:07:37.792,635.850,285.525,207.354,-38.339,6.053,42.245
18:07:37.883,664.875,309.488,231.704,-19.826,-1.500,41.913
18:07:37.982,681.075,324.000,250.734,-1.287,-9.575,41.913
18:07:38.098,692.550,334.463,264.003,13.225,-17.987,42.421
18:07:38.192,706.050,337.163,276.390,19.887,-26.774,43.024
18:07:38.284,693.900,340.538,270.988,23.438,-35.154,43.689
18:07:38.376,681.075,346.275,257.674,27.636,-43.014,44.473
18:07:38.476,649.350,352.688,228.946,32.965,-49.771,45.411
18:07:38.566,649.350,352.688,215.271,38.653,-51.690,45.687
18:07:38.664,649.350,352.688,201.596,44.342,-53.486,46.003
18:07:38.753,649.350,352.688,187.921,50.030,-55.161,46.359
18:07:38.848,413.438,336.488,-9.194,18.394,-55.161,46.513
18:07:38.939,413.438,336.488,-68.486,14.800,-54.551,46.618
18:07:39.032,348.638,348.300,-89.936,25.770,-51.459,47.425
18:07:39.124,332.438,375.300,-110.005,47.264,-47.759,48.918
18:07:39.217,324.844,406.350,-118.560,77.587,-43.947,51.317
18:07:39.334,335.138,410.738,-110.436,92.446,-40.611,53.947
18:07:39.435,335.138,410.738,-120.068,109.540,-39.540,54.728
18:07:39.527,407.700,448.875,-40.201,128.537,-39.354,58.368
18:07:39.618,420.863,466.425,-13.102,146.392,-39.308,62.473
18:07:39.707,420.863,466.425,11.144,164.198,-39.407,63.644
18:07:39.800,397.238,479.250,-24.109,162.705,-38.184,67.978
18:07:39.891,383.737,448.538,-40.414,141.587,-36.705,71.538
18:07:39.986,383.737,448.538,-45.325,139.413,-36.301,72.531
18:07:40.094,390.487,404.325,-42.834,92.340,-34.999,74.497
18:07:40.233,395.550,403.650,-38.953,80.883,-33.835,76.537
18:07:40.325,395.550,403.650,-38.705,65.407,-33.490,77.003
18:07:40.420,395.550,403.650,-38.458,49.932,-33.148,77.359
18:07:40.508,395.550,403.650,-38.211,34.456,-32.807,77.605
