timestamp,target_x,target_y,error_x,error_y,p_out_delta_x,p_out_delta_y,pid_out_x,pid_out_y
12:21:07.861,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:07.935,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:08.009,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:08.081,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:08.156,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:08.234,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:08.318,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:08.392,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:08.468,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:08.542,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:08.617,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:08.689,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:08.762,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:08.840,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:08.913,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:08.985,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:09.057,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:09.132,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:09.204,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:09.277,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:09.349,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:09.421,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:09.507,432.000,320.000,0.000,0.000,-0.000,0.000,0.000,90.000
12:21:09.581,487.350,310.500,55.350,-9.500,-2.466,0.000,-2.466,90.000
12:21:09.655,487.350,310.500,55.350,-9.500,-2.466,0.000,-2.466,90.000
12:21:09.728,489.375,327.713,57.375,7.713,-1.817,0.000,-4.283,90.000
12:21:09.802,489.038,326.363,57.038,6.363,-1.775,0.000,-6.058,90.000
12:21:09.875,456.300,315.225,24.300,-4.775,-0.320,0.000,-6.378,90.000
12:21:09.948,463.725,283.838,31.725,-36.162,-1.089,-1.548,-7.467,88.452
12:21:10.021,360.450,217.350,-71.550,-102.650,3.612,-4.091,-3.855,84.362
12:21:10.094,353.362,229.500,-78.638,-90.500,2.548,-2.660,-1.307,81.701
12:21:10.167,351.338,253.800,-80.662,-66.200,2.543,-1.740,1.236,79.961
12:21:10.239,351.338,253.800,-80.662,-66.200,2.543,-1.740,1.236,79.961
12:21:10.312,351.338,253.800,-80.662,-66.200,2.543,-1.740,1.236,79.961
12:21:10.385,453.600,355.725,21.600,35.725,-2.041,2.477,-0.805,82.438
12:21:10.460,465.075,360.450,33.075,40.450,-1.185,1.325,-1.990,83.763
12:21:10.535,467.775,360.450,35.775,40.450,-1.152,1.262,-3.142,85.025
12:21:10.607,460.688,345.600,28.688,25.600,-0.800,0.600,-3.942,85.625
12:21:10.685,510.638,409.388,78.638,89.388,-3.121,3.641,-7.062,89.266
12:21:10.761,417.825,305.775,-14.175,-14.225,1.683,-1.829,-5.379,87.437
12:21:10.834,395.550,286.875,-36.450,-33.125,1.435,-1.286,-3.945,86.151
12:21:10.909,446.850,358.088,14.850,38.088,-1.149,2.140,-5.094,88.291
12:21:10.983,452.250,357.750,20.250,37.750,-0.704,1.173,-5.798,89.464
12:21:11.061,398.250,273.375,-33.750,-46.625,1.775,-2.582,-4.023,86.882
12:21:11.134,410.062,250.763,-21.938,-69.237,0.526,-2.462,-3.497,84.420
12:21:11.210,409.388,239.625,-22.612,-80.375,0.714,-2.656,-2.782,81.764
12:21:11.282,409.388,239.625,-22.612,-80.375,0.714,-2.656,-2.782,81.764
12:21:11.356,409.388,239.625,-22.612,-80.375,0.714,-2.656,-2.782,81.764
12:21:11.430,511.650,320.288,79.650,0.288,-3.852,-2.656,-6.634,81.764
12:21:11.503,523.125,322.650,91.125,2.650,-2.996,-2.656,-9.630,81.764
12:21:11.577,533.925,319.950,101.925,-0.050,-3.324,-2.656,-12.953,81.764
12:21:11.653,506.588,322.987,74.588,2.987,-1.961,-2.656,-14.914,81.764
12:21:11.727,480.600,323.325,48.600,3.325,-1.169,-2.656,-16.083,81.764
12:21:11.800,412.763,325.350,-19.237,5.350,1.507,-2.656,-14.576,81.764
12:21:11.874,378.000,325.350,-54.000,5.350,2.149,-2.656,-12.427,81.764
12:21:11.947,334.463,324.000,-97.537,4.000,3.624,-2.656,-8.802,81.764
12:21:12.022,328.388,322.650,-103.612,2.650,3.313,-2.656,-5.489,81.764
12:21:12.096,355.388,320.625,-76.612,0.625,2.029,-2.656,-3.461,81.764
