timestamp,target_x,target_y,error_x,error_y,pid_out_x,pid_out_y
21:35:57.332,425.250,330.413,-7.657,10.706,0.000,90.149
21:35:57.521,425.250,330.413,-7.809,11.156,0.000,90.229
21:35:57.704,425.250,330.413,-7.809,11.156,0.000,90.229
21:35:57.886,425.250,330.413,-7.809,11.156,0.000,90.229
21:35:58.073,425.250,330.413,-7.809,11.156,0.000,90.229
21:35:58.258,425.250,330.413,-7.809,11.156,0.000,90.229
21:35:58.437,425.250,330.413,-7.809,11.156,0.000,90.229
21:35:58.617,486.675,165.375,51.632,-146.548,-2.405,84.624
21:35:58.797,486.675,165.375,66.299,-185.427,-2.996,83.302
21:35:58.986,486.675,165.375,80.965,-224.306,-3.718,81.703
21:35:59.162,456.300,282.825,30.039,-55.359,-3.974,82.030
21:35:59.365,455.625,289.575,24.146,-31.223,-4.648,81.453
21:35:59.537,459.675,292.275,25.082,-21.891,-5.443,80.968
21:35:59.708,459.000,295.650,25.697,-18.556,-6.253,80.507
21:35:59.889,452.250,297.338,21.560,-18.142,-6.870,80.027
21:36:00.073,454.275,299.700,21.327,-17.729,-7.532,79.557
21:36:00.255,470.475,295.312,32.825,-21.433,-8.710,78.944
21:36:00.437,501.188,285.525,59.405,-30.354,-10.918,78.037
21:36:00.630,545.400,283.500,101.213,-35.717,-14.634,77.025
21:36:00.820,591.975,277.425,150.019,-41.812,-19.966,75.842
21:36:01.012,627.750,274.725,192.758,-45.774,-26.550,74.576
21:36:01.215,668.925,267.638,235.311,-51.761,-34.458,73.128
21:36:01.408,668.925,267.638,275.770,-56.968,-36.916,72.722
21:36:01.599,668.925,267.638,316.229,-62.175,-39.734,72.278
21:36:01.781,751.950,317.925,322.978,-7.457,-49.899,72.278
21:36:01.957,691.200,326.700,286.424,6.202,-58.344,72.278
21:36:02.151,691.200,326.700,290.370,19.121,-60.932,72.415
21:36:02.335,413.100,334.463,28.101,17.100,-58.303,72.850
21:36:02.506,378.675,331.425,-56.416,15.232,-55.413,73.238
21:36:02.698,378.675,331.425,-145.435,18.910,-54.117,73.372
21:36:02.863,418.163,332.775,-47.188,14.258,-53.958,73.704
21:36:03.070,415.463,332.100,-31.769,12.926,-53.174,74.035
21:36:03.196,398.925,318.938,-34.713,3.138,-52.051,74.035
21:36:03.316,383.738,320.625,-45.700,0.078,-50.479,74.035
21:36:03.495,367.200,321.975,-61.339,0.260,-48.357,74.035
21:36:03.670,363.825,325.013,-69.477,2.950,-46.081,74.035
21:36:03.849,352.013,326.025,-79.781,5.093,-43.455,74.035
21:36:04.038,340.200,326.025,-91.198,6.025,-40.457,74.035
21:36:04.202,339.356,326.700,-95.435,6.778,-37.424,74.035
21:36:04.407,327.038,327.375,-104.456,7.453,-34.045,74.035
21:36:04.618,324.844,324.000,-108.877,5.285,-30.590,74.035
21:36:04.801,318.938,326.025,-113.812,5.648,-26.974,74.035
21:36:04.996,280.631,324.000,-141.755,4.462,-22.179,74.035
21:36:05.187,262.069,325.350,-166.069,4.903,-16.673,74.035
21:36:05.393,235.913,326.700,-192.832,6.111,-10.301,74.035
21:36:05.572,192.713,321.300,-232.021,2.897,-2.540,74.035
21:36:05.758,136.350,333.450,-285.361,9.897,7.074,74.035
21:36:05.874,98.044,358.425,-331.340,30.484,18.024,75.070
21:36:05.991,98.044,358.425,-373.922,40.764,21.357,75.361
21:36:06.182,84.966,384.075,-357.606,62.092,32.293,77.249
21:36:06.371,192.375,373.950,-280.151,60.442,39.996,78.848
21:36:06.542,192.375,373.950,-261.457,68.206,42.326,79.334
21:36:06.741,192.375,373.950,-242.763,75.970,44.490,79.876
21:36:06.932,473.850,326.700,20.028,13.021,40.352,79.550
21:36:07.149,514.350,324.675,90.553,3.299,36.585,79.550
21:36:07.337,478.575,322.650,84.866,-0.711,34.013,79.550
21:36:07.527,454.275,326.025,54.226,1.495,32.732,79.550
21:36:07.646,426.600,330.413,15.879,6.612,32.749,79.550
21:36:07.833,422.550,324.000,-4.964,4.834,32.749,79.550
21:36:08.030,423.225,307.125,-12.168,-7.710,33.225,79.550
21:36:08.224,434.025,288.900,-5.814,-25.767,33.225,78.668
21:36:08.428,440.438,255.488,2.947,-56.124,33.225,76.843
21:36:08.558,443.138,220.050,9.145,-92.550,33.225,73.979
21:36:08.734,449.550,201.825,16.094,-118.538,32.630,70.532
21:36:08.920,459.675,193.050,25.694,-132.433,31.700,66.843
21:36:09.119,482.288,164.363,44.951,-154.971,30.041,62.458
21:36:09.306,483.975,164.700,53.587,-161.784,28.254,58.060
21:36:09.426,481.275,196.088,53.844,-140.044,26.571,54.548
21:36:09.625,481.275,196.088,60.032,-139.243,26.036,53.556
21:36:09.812,466.763,328.725,39.550,-13.671,25.076,54.533
21:36:09.980,479.250,346.950,44.051,28.300,23.642,55.739
21:36:10.105,504.225,363.488,63.625,52.218,21.395,57.390
21:36:10.297,524.475,363.825,86.290,57.031,18.401,58.967
21:36:10.457,550.125,346.612,112.921,42.459,14.523,59.946
21:36:10.645,581.175,344.588,144.203,31.844,9.606,60.684
21:36:10.807,614.250,330.075,178.233,16.327,3.592,60.954
21:36:10.997,650.700,320.625,215.159,3.148,-3.613,60.954
21:36:11.160,650.700,326.025,227.445,2.143,-10.872,60.954
21:36:11.281,665.213,317.588,238.642,-2.865,-18.465,60.954
21:36:11.480,678.713,310.163,249.803,-9.419,-26.406,60.954
21:36:11.665,623.025,317.588,213.490,-6.367,-32.580,60.954
21:36:11.863,625.725,323.325,197.557,-0.251,-38.529,60.954
21:36:12.052,656.438,330.750,212.942,7.855,-45.377,60.954
21:36:12.199,698.625,348.300,250.458,23.411,-53.691,61.747
21:36:12.409,698.625,348.300,266.988,32.619,-56.070,61.979
21:36:12.607,698.625,348.300,283.518,41.827,-58.597,62.278
21:36:12.803,463.050,388.800,53.218,67.336,-57.178,64.351
21:36:12.969,417.150,398.588,-11.403,79.383,-55.959,66.602
21:36:13.164,403.988,373.275,-40.982,65.172,-54.285,68.192
21:36:13.349,408.038,344.925,-42.986,37.360,-52.917,68.894
