timestamp,target_x,target_y,error_x,error_y,pid_out_x,pid_out_y
09:19:23.010,367.200,345.938,0.000,0.000,0.000,90.000
09:19:23.142,367.200,345.938,0.000,0.000,0.000,90.000
09:19:23.316,367.200,345.938,0.000,0.000,0.000,90.000
09:19:23.459,367.200,345.938,0.000,0.000,0.000,90.000
09:19:23.578,367.200,345.938,0.000,0.000,0.000,90.000
09:19:23.712,367.200,345.938,0.000,0.000,0.000,90.000
09:19:23.858,367.200,345.938,0.000,0.000,0.000,90.000
09:19:23.991,367.200,345.938,0.000,0.000,0.000,90.000
09:19:24.126,367.200,345.938,0.000,0.000,0.000,90.000
09:19:24.274,367.200,345.938,0.000,0.000,0.000,90.000
09:19:24.417,367.200,345.938,0.000,0.000,0.000,90.000
09:19:24.557,367.200,345.938,0.000,0.000,0.000,90.000
09:19:24.699,332.100,561.600,-108.022,233.817,4.813,98.752
09:19:24.839,332.100,561.600,-122.663,285.851,5.907,100.790
09:19:24.974,332.100,561.600,-137.305,337.884,7.130,103.199
09:19:25.110,332.100,561.600,-151.947,389.917,8.484,105.979
09:19:25.245,485.325,113.738,42.993,-175.809,4.537,95.228
09:19:25.378,500.175,123.525,71.714,-219.735,1.917,88.884
09:19:25.515,504.225,125.213,82.203,-225.639,-0.788,82.788
09:19:25.691,450.900,127.913,44.626,-215.666,-1.677,77.128
09:19:25.829,396.225,220.725,-12.797,-140.455,-0.511,74.178
09:19:25.976,383.400,294.300,-45.994,-54.027,1.368,73.657
09:19:26.120,385.763,340.538,-55.201,12.908,3.213,74.718
09:19:26.271,393.863,351.675,-49.657,43.290,4.688,76.201
09:19:26.405,431.325,354.375,-18.415,50.894,4.844,77.643
09:19:26.525,446.513,337.500,7.005,36.469,4.844,78.463
09:19:26.667,454.275,312.525,22.398,8.972,3.940,78.463
09:19:26.804,453.600,294.975,26.567,-16.564,3.056,77.747
09:19:26.956,453.263,293.625,26.099,-27.816,2.248,76.883
09:19:27.096,453.600,294.300,24.732,-30.329,1.495,76.046
09:19:27.241,430.988,297.675,7.628,-27.345,1.495,75.347
09:19:27.383,422.550,317.250,-6.051,-11.295,1.495,75.216
09:19:27.526,420.188,323.325,-12.877,0.390,1.988,75.216
09:19:27.696,421.200,323.325,-13.924,4.826,2.436,75.216
09:19:27.823,421.538,323.325,-13.064,5.720,2.832,75.216
09:19:27.966,421.875,323.325,-11.783,5.269,3.182,75.216
09:19:28.103,423.562,324.675,-9.718,5.485,3.182,75.216
09:19:28.243,432.000,322.650,-2.830,3.896,3.182,75.216
09:19:28.382,473.175,314.550,28.784,-2.602,1.862,75.216
09:19:28.521,505.575,306.788,64.686,-10.840,-0.636,74.838
09:19:28.666,535.950,300.713,99.423,-18.288,-4.201,74.270
09:19:28.802,528.863,300.375,106.408,-21.088,-7.614,73.676
09:19:28.923,518.400,302.062,98.364,-20.322,-10.575,73.141
09:19:29.076,510.300,308.475,86.669,-14.905,-13.122,72.800
09:19:29.199,513.000,325.688,82.470,-0.255,-15.638,72.800
09:19:29.359,534.600,323.325,95.789,4.344,-18.804,72.800
09:19:29.504,544.725,318.600,108.940,2.144,-22.378,72.800
09:19:29.647,577.800,310.500,137.106,-5.234,-27.031,72.800
09:19:29.791,602.775,307.125,165.674,-11.112,-32.580,72.440
09:19:29.934,632.812,318.263,196.805,-5.676,-39.135,72.440
09:19:30.073,636.525,331.763,210.057,6.563,-45.865,72.440
09:19:30.218,628.088,331.425,206.538,11.616,-52.260,72.805
09:19:30.364,600.075,332.438,182.811,13.798,-57.645,73.197
09:19:30.510,600.075,332.438,178.214,17.746,-59.233,73.324
09:19:30.660,600.075,332.438,173.617,21.695,-60.781,73.478
09:19:30.782,411.750,324.675,-4.652,6.403,-60.781,73.478
09:19:30.934,392.175,319.950,-45.756,1.318,-58.804,73.478
09:19:31.076,369.900,309.825,-72.257,-7.622,-56.196,73.478
09:19:31.223,392.850,311.175,-60.987,-10.156,-54.444,73.180
09:19:31.358,423.562,311.175,-29.444,-10.512,-53.947,72.895
09:19:31.499,431.663,311.850,-7.918,-9.640,-53.947,72.895
09:19:31.642,446.175,312.525,11.004,-8.457,-54.544,72.895
