timestamp,target_x,target_y,error_x,error_y,pid_out_x,pid_out_y
21:09:02.576,432.000,320.000,0.000,0.000,0.000,90.000
21:09:02.662,432.000,320.000,0.000,0.000,0.000,90.000
21:09:02.749,432.000,320.000,0.000,0.000,0.000,90.000
21:09:02.833,432.000,320.000,0.000,0.000,0.000,90.000
21:09:02.918,432.000,320.000,0.000,0.000,0.000,90.000
21:09:03.014,256.163,403.650,-175.837,83.650,7.835,93.131
21:09:03.107,253.125,390.825,-176.538,80.690,13.351,95.257
21:09:03.195,253.125,390.825,-176.538,80.690,14.925,95.832
21:09:03.278,253.125,390.825,-176.538,80.690,16.498,96.407
21:09:03.360,253.125,390.825,-176.538,80.690,18.071,96.983
21:09:03.445,253.125,390.825,-176.538,80.690,18.071,96.983
21:09:03.530,253.125,390.825,-176.538,80.690,18.071,96.983
21:09:03.629,253.125,390.825,-176.538,80.690,18.071,96.983
21:09:03.721,598.050,171.281,136.079,-128.649,9.648,91.304
21:09:03.810,599.738,175.500,184.622,-157.357,3.240,86.790
21:09:03.893,596.363,185.119,192.652,-156.058,-2.877,82.632
21:09:03.978,596.363,185.119,237.253,-182.136,-4.991,81.333
21:09:04.059,596.363,185.119,281.855,-208.213,-7.503,79.849
21:09:04.142,596.363,185.119,326.456,-234.291,-10.412,78.178
21:09:04.224,317.756,347.625,-91.278,13.996,-1.981,81.208
21:09:04.306,277.256,361.800,-156.698,45.917,3.781,82.777
21:09:04.388,277.256,361.800,-225.029,83.969,5.787,83.375
21:09:04.471,277.256,361.800,-293.360,122.022,8.401,84.245
21:09:04.553,277.256,361.800,-361.691,160.074,11.625,85.387
21:09:04.634,457.650,323.325,4.555,12.343,11.625,84.137
21:09:04.726,485.325,313.875,50.830,-3.198,9.421,84.137
21:09:04.808,544.725,297.338,106.936,-20.181,5.335,83.416
21:09:04.889,558.900,297.675,135.416,-25.781,0.730,82.666
21:09:04.970,531.562,307.800,122.201,-19.311,-2.905,82.219
21:09:05.060,523.125,307.463,105.520,-15.455,-5.973,81.847
21:09:05.148,523.125,307.463,107.643,-15.411,-6.932,81.737
