timestamp,target_x,target_y,error_x,error_y,pid_out_x,pid_out_y
16:03:43.258,432.000,320.000,0.000,0.000,0.000,90.000
16:03:43.338,432.000,320.000,0.000,0.000,0.000,90.000
16:03:43.420,432.000,320.000,0.000,0.000,0.000,90.000
16:03:43.505,432.000,320.000,0.000,0.000,0.000,90.000
16:03:43.582,432.000,320.000,0.000,0.000,0.000,90.000
16:03:43.660,432.000,320.000,0.000,0.000,0.000,90.000
16:03:43.734,432.000,320.000,0.000,0.000,0.000,90.000
16:03:43.811,432.000,320.000,0.000,0.000,0.000,90.000
16:03:43.886,432.000,320.000,0.000,0.000,0.000,90.000
16:03:43.963,432.000,320.000,0.000,0.000,0.000,90.000
16:03:44.083,432.000,320.000,0.000,0.000,0.000,90.000
16:03:44.164,432.000,320.000,0.000,0.000,0.000,90.000
16:03:44.240,432.000,320.000,0.000,0.000,0.000,90.000
16:03:44.315,264.938,132.300,-167.062,-187.700,7.444,82.974
16:03:44.436,280.463,144.619,-151.537,-175.381,11.964,78.417
16:03:44.517,280.463,144.619,-151.537,-175.381,11.964,78.417
16:03:44.592,280.463,144.619,-151.537,-175.381,11.964,78.417
16:03:44.667,280.463,144.619,-151.537,-175.381,11.964,78.417
16:03:44.742,441.788,330.413,9.788,10.413,11.964,80.682
16:03:44.818,436.050,336.487,4.050,16.487,11.964,81.188
16:03:44.896,433.350,334.463,1.350,14.463,11.964,81.553
16:03:44.972,432.675,327.375,0.675,7.375,11.964,81.553
16:03:45.050,433.688,285.525,1.688,-34.475,11.964,80.184
16:03:45.124,434.700,284.850,2.700,-35.150,11.964,79.237
16:03:45.205,435.038,285.863,3.038,-34.137,11.964,78.335
16:03:45.281,437.400,294.975,5.400,-25.025,11.964,77.763
16:03:45.357,443.813,305.775,11.813,-14.225,11.509,77.499
16:03:45.437,448.875,318.600,16.875,-1.400,10.915,77.499
16:03:45.516,428.625,348.975,-3.375,28.975,10.915,78.598
16:03:45.591,404.663,354.038,-27.337,34.038,12.088,79.562
16:03:45.685,371.250,353.362,-60.750,33.362,14.430,80.447
16:03:45.759,330.413,355.050,-101.587,35.050,18.145,81.402
16:03:45.837,287.044,343.575,-144.956,23.575,23.246,81.910
16:03:45.915,253.631,325.350,-178.369,5.350,29.256,81.910
16:03:45.991,247.388,314.550,-184.612,-5.450,35.098,81.910
16:03:46.069,249.581,314.550,-182.419,-5.450,40.759,81.910
16:03:46.146,255.150,316.913,-176.850,-3.087,46.201,81.910
16:03:46.274,271.181,320.625,-160.819,0.625,51.003,81.910
