timestamp,target_x,target_y,error_x,error_y,pid_out_x,pid_out_y
09:39:00.496,432.000,320.000,0.000,0.000,0.000,90.000
09:39:00.584,432.000,320.000,0.000,0.000,0.000,90.000
09:39:00.703,432.000,320.000,0.000,0.000,0.000,90.000
09:39:00.836,383.738,198.450,-48.262,-121.550,2.151,85.450
09:39:00.994,412.425,195.075,-19.575,-124.925,2.378,82.074
09:39:01.084,412.088,138.881,-19.912,-181.119,3.003,76.631
09:39:01.193,444.150,226.969,12.150,-93.031,2.196,75.086
09:39:01.295,450.225,272.700,18.225,-47.300,1.546,74.310
09:39:01.387,446.850,314.213,14.850,-5.787,1.128,74.310
09:39:01.477,436.050,360.450,4.050,40.450,1.128,75.886
09:39:01.570,427.275,369.225,-4.725,49.225,1.128,77.296
09:39:01.661,412.425,352.688,-19.575,32.688,1.937,77.993
09:39:01.761,437.738,329.400,5.738,9.400,1.937,77.993
09:39:01.851,415.125,317.925,-16.875,-2.075,2.766,77.993
09:39:01.941,419.175,305.100,-12.825,-14.900,3.112,77.457
09:39:02.034,418.163,306.450,-13.837,-13.550,3.557,77.110
09:39:02.123,435.375,309.825,3.375,-10.175,3.557,76.874
09:39:02.214,436.725,302.062,4.725,-17.938,3.557,76.311
09:39:02.310,434.363,297.675,2.363,-22.325,3.557,75.667
09:39:02.400,440.775,298.013,8.775,-21.987,3.557,75.083
09:39:02.489,445.500,313.875,13.500,-6.125,3.072,75.083
09:39:02.582,449.550,324.000,17.550,4.000,2.471,75.083
09:39:02.671,460.688,330.075,28.688,10.075,1.427,75.417
09:39:02.763,466.763,330.750,34.763,10.750,0.262,75.712
09:39:02.853,477.900,329.400,45.900,9.400,-1.319,75.712
09:39:02.953,482.625,319.950,50.625,-0.050,-2.961,75.712
09:39:03.046,483.638,314.888,51.638,-5.112,-4.585,75.712
09:39:03.137,492.413,305.100,60.413,-14.900,-6.587,75.209
09:39:03.254,502.875,307.800,70.875,-12.200,-8.938,74.912
09:39:03.345,525.825,312.525,93.825,-7.475,-12.171,74.912
09:39:03.439,538.650,321.975,106.650,1.975,-15.669,74.912
09:39:03.529,577.463,319.275,145.463,-0.725,-20.725,74.912
09:39:03.620,581.513,319.612,149.513,-0.388,-25.443,74.912
09:39:03.711,581.850,317.250,149.850,-2.750,-30.122,74.912
09:39:03.812,565.650,309.150,133.650,-10.850,-34.074,74.535
09:39:03.909,559.913,309.150,127.913,-10.850,-37.987,74.245
09:39:04.003,544.725,311.850,112.725,-8.150,-41.300,74.245
09:39:04.093,544.725,311.850,112.725,-8.150,-41.300,74.245
09:39:04.186,481.950,307.125,49.950,-12.875,-42.019,73.850
09:39:04.283,430.650,305.438,-1.350,-14.562,-42.019,73.443
09:39:04.375,420.863,301.725,-11.137,-18.275,-41.541,72.914
09:39:04.470,414.450,308.138,-17.550,-11.862,-40.908,72.666
09:39:04.578,408.713,311.850,-23.287,-8.150,-40.105,72.666
09:39:04.671,404.325,313.875,-27.675,-6.125,-39.183,72.666
09:39:04.763,396.900,318.938,-35.100,-1.062,-37.989,72.666
09:39:04.856,412.425,319.275,-19.575,-0.725,-37.586,72.666
09:39:04.946,402.975,317.588,-29.025,-2.412,-36.554,72.666
09:39:05.039,402.975,317.588,-29.025,-2.412,-36.554,72.666
09:39:05.134,384.750,306.450,-47.250,-13.550,-34.836,72.184
09:39:05.231,384.750,306.450,-47.250,-13.550,-34.836,72.184
09:39:05.342,336.319,282.150,-95.681,-37.850,-31.205,70.913
09:39:05.446,336.319,282.150,-95.681,-37.850,-31.205,70.913
09:39:05.542,287.044,263.925,-144.956,-56.075,-26.024,69.218
09:39:05.668,297.000,269.325,-135.000,-50.675,-21.947,67.921
09:39:05.759,297.000,269.325,-135.000,-50.675,-21.947,67.921
09:39:05.863,300.713,274.050,-131.287,-45.950,-17.901,66.743
09:39:05.955,300.713,274.050,-131.287,-45.950,-17.901,66.743
09:39:06.064,300.713,274.050,-131.287,-45.950,-17.901,66.743
09:39:06.157,300.713,274.050,-131.287,-45.950,-17.901,66.743
09:39:06.250,300.713,274.050,-131.287,-45.950,-17.901,66.743
09:39:06.353,300.713,274.050,-131.287,-45.950,-17.901,66.743
09:39:06.444,300.713,274.050,-131.287,-45.950,-17.901,66.743
09:39:06.538,300.713,274.050,-131.287,-45.950,-17.901,66.743
09:39:06.644,300.713,274.050,-131.287,-45.950,-17.901,66.743
09:39:06.738,300.713,274.050,-131.287,-45.950,-17.901,66.743
09:39:06.831,300.713,274.050,-131.287,-45.950,-17.901,66.743
09:39:06.933,300.713,274.050,-131.287,-45.950,-17.901,66.743
09:39:07.032,300.713,274.050,-131.287,-45.950,-17.901,66.743
09:39:07.125,300.713,274.050,-131.287,-45.950,-17.901,66.743
09:39:07.229,300.713,274.050,-131.287,-45.950,-17.901,66.743
09:39:07.322,98.634,287.550,-333.366,-32.450,-4.801,66.020
09:39:07.415,134.747,292.612,-297.253,-27.388,3.988,65.342
09:39:07.518,134.747,292.612,-297.253,-27.388,3.988,65.342
09:39:07.609,134.747,292.612,-297.253,-27.388,3.988,65.342
09:39:07.709,490.725,356.400,58.725,36.400,-2.603,66.997
09:39:07.802,490.725,356.400,58.725,36.400,-4.434,67.971
09:39:07.896,490.725,356.400,58.725,36.400,-4.434,67.971
09:39:07.990,490.725,356.400,58.725,36.400,-4.434,67.971
09:39:08.081,490.725,356.400,58.725,36.400,-4.434,67.971
09:39:08.175,289.744,308.475,-142.256,-11.525,2.690,67.150
09:39:08.274,284.006,307.125,-147.994,-12.875,7.383,66.791
09:39:08.368,279.450,307.463,-152.550,-12.537,12.202,66.460
09:39:08.459,279.450,307.463,-152.550,-12.537,12.202,66.460
09:39:08.559,279.450,307.463,-152.550,-12.537,12.202,66.460
09:39:08.655,450.225,364.838,18.225,44.838,9.351,68.272
09:39:08.744,450.225,364.838,18.225,44.838,9.351,68.272
09:39:08.846,450.225,364.838,18.225,44.838,9.351,68.272
09:39:08.936,475.875,142.425,43.875,-177.575,7.639,61.146
09:39:09.027,475.875,142.425,43.875,-177.575,7.639,61.146
09:39:09.118,285.525,344.588,-146.475,24.588,14.753,63.965
09:39:09.212,285.525,344.588,-146.475,24.588,14.753,63.965
09:39:09.306,285.525,344.588,-146.475,24.588,14.753,63.965
09:39:09.398,254.981,409.050,-177.019,89.050,20.682,67.035
09:39:09.499,248.231,410.400,-183.769,90.400,26.505,69.467
09:39:09.593,248.231,410.400,-183.769,90.400,26.505,69.467
