timestamp,target_x,target_y,error_x,error_y,p_out_delta_x,p_out_delta_y,pid_out_x,pid_out_y
13:15:08.098,382.050,289.913,-49.950,-30.087,2.894,-1.743,2.894,88.257
13:15:08.192,382.050,290.588,-49.950,-30.026,1.335,-0.801,4.229,87.456
13:15:08.311,382.050,291.263,-49.950,-29.820,1.335,-0.791,5.564,86.665
13:15:08.393,382.050,291.263,-49.950,-29.820,0.445,-0.213,6.010,86.453
13:15:08.478,418.500,324.675,-40.293,-20.681,0.776,-0.268,6.786,86.185
13:15:08.560,418.500,324.675,-40.291,-20.679,0.359,-0.147,7.145,86.038
13:15:08.642,454.613,327.038,-20.316,-11.877,-0.080,-0.043,7.065,85.995
13:15:08.725,463.388,332.100,-5.075,-4.809,-0.080,-0.043,7.065,85.995
13:15:08.813,462.375,328.050,4.971,-1.163,-0.080,-0.043,7.065,85.995
13:15:08.899,473.175,330.075,15.018,1.958,-0.715,-0.043,6.350,85.995
13:15:08.983,478.575,331.087,23.684,4.467,-0.904,-0.043,5.446,85.995
13:15:09.065,486.338,328.050,32.057,5.452,-1.118,-0.043,4.328,85.995
13:15:09.148,486.338,328.050,32.091,5.464,-0.286,-0.043,4.042,85.995
13:15:09.230,484.650,329.062,38.723,6.629,-1.242,-0.043,2.800,85.995
13:15:09.311,460.013,332.775,35.572,8.463,-0.853,-0.043,1.947,85.995
13:15:09.391,447.525,330.075,29.895,8.932,-0.622,-0.043,1.325,85.995
13:15:09.492,444.825,331.425,25.170,9.637,-0.526,-0.043,0.799,85.995
13:15:09.575,412.763,333.113,12.985,10.604,0.033,0.314,0.832,86.308
13:15:09.659,407.025,329.400,2.625,10.288,0.033,0.265,0.832,86.573
13:15:09.738,407.025,329.400,2.620,10.305,0.033,0.073,0.832,86.647
13:15:09.833,391.500,339.525,-11.277,13.287,0.735,0.448,1.567,87.095
13:15:09.915,371.925,330.750,-25.811,12.548,1.143,0.312,2.711,87.408
13:15:10.003,380.025,327.375,-33.306,11.088,1.124,0.251,3.835,87.658
13:15:10.086,377.325,326.700,-39.306,9.878,1.238,0.251,5.073,87.658
13:15:10.168,392.175,314.213,-39.504,5.577,1.062,0.251,6.135,87.658
13:15:10.248,392.175,314.213,-39.580,5.584,0.353,0.251,6.488,87.658
13:15:10.337,392.175,314.213,-39.656,5.591,0.353,0.251,6.842,87.658
13:15:10.418,392.175,314.213,-39.732,5.598,0.354,0.251,7.196,87.658
13:15:10.499,458.325,312.863,-12.956,0.431,-0.489,0.251,6.707,87.658
13:15:10.582,458.325,312.863,-12.971,0.427,0.116,0.251,6.822,87.658
13:15:10.672,458.325,312.863,-12.986,0.422,0.116,0.251,6.938,87.658
13:15:10.753,458.325,312.863,-13.001,0.417,0.116,0.251,7.054,87.658
13:15:10.837,458.325,312.863,-13.016,0.413,0.116,0.251,7.170,87.658
13:15:10.920,458.325,312.863,-13.031,0.408,0.116,0.251,7.286,87.658
13:15:11.003,458.325,312.863,-13.046,0.403,0.116,0.251,7.402,87.658
13:15:11.087,458.325,312.863,-13.061,0.399,0.116,0.251,7.519,87.658
13:15:11.212,458.325,312.863,-13.061,0.399,0.116,0.251,7.519,87.658
13:15:11.292,454.612,310.500,6.678,-5.083,0.116,0.251,7.519,87.658
13:15:11.373,453.263,309.150,12.484,-7.381,-0.515,0.251,7.004,87.658
13:15:11.455,459.338,312.188,12.540,-7.407,-0.112,0.251,-0.112,90.000
